,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,RFMSegment,AgeCategory,SpendingCategory,CustomerType,LoyaltyLevel,ChurnRiskCategory,BasketSizeCategory,Churn,MonetaryPerDay,AvgBasketValue,TenureRatio,RegYear,RegMonth,RegDay,RegWeekday,IP_PremierOctet,IP_Privee,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended,PreferredTimeOfDay_Matin,PreferredTimeOfDay_Midi,PreferredTimeOfDay_Soir,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Amérique du Nord,Region_Amérique du Sud,Region_Asie,Region_Autre,Region_Europe centrale,Region_Europe continentale,Region_Europe de l'Est,Region_Europe du Nord,Region_Europe du Sud,Region_Moyen-Orient,Region_Océanie,Region_UK,WeekendPreference_Semaine,WeekendPreference_Weekend,ProductDiversity_Modéré,ProductDiversity_Spécialisé,Gender_M,Gender_Unknown
MaxQuantity,0.0015458550365744816,0.02717597183784455,0.044973911756468206,0.05002427416691118,0.9725849496075486,0.2632130635501803,0.9209753507966375,0.058781407555016166,0.13700015003350374,0.8881802098146143,1.0,0.014568780598590002,0.01771575077842439,-0.014082151406233898,-0.03170304271255402,-0.028962784395879473,-0.01611696120657403,0.07804956025967237,-0.004537569981032703,-0.004280454750233162,-0.03803071689636365,0.013480711946689615,0.026605247477055536,0.013480711946689615,0.07122788693946645,0.005190557566246781,0.027175971837844554,-0.03570075539960394,-0.027778106081447138,-0.022206424627569825,0.016191205421628926,-0.00042736898965259524,-0.00492762364266534,-0.015238078098235502,-0.0026679721536038165,0.018848889270147853,-0.009894256846452178,0.009247552978534994,-0.0019287572781261115,0.02966269887379626,0.028687962977490336,0.010863689872311452,-0.007072144931901426,-0.007276991252456973,0.023192267662121,-0.006125521298979213,0.02053333508620525,-0.0036502560985200837,-0.002954493143619595,-0.004590741190161562,0.001040076357769435,0.03416168148643005,-0.01499869171214277,-0.004593405687040776,0.013405750754989437,0.016775821787949365,-0.003480851568231039,0.00012893641975710685,-0.0008658450956738916,0.011240810431920174,0.004316474835194983,-0.002385476679280357,-0.006768671454016188,-0.0006503429508879228,-0.002237904046953286,-0.0032749840446505314,-0.0022946062048255587,0.0026487752998300327,0.005494288184510495,0.0004447777034483666,-0.015074482664792456,-0.014892137634061362,0.09624830870134019,0.009467133505826392,0.008117301470337637
CustomerTenureDays,-0.5155510868157835,0.4716966271909362,0.23443668583947846,0.0045550138082403125,-0.0033858024376650386,-0.05856411068743438,0.016371715814195657,0.23679666523227955,-0.015961042610126795,-0.025363328908439883,0.014568780598590002,1.0,0.6844824723227056,-0.006143192130810136,-0.04937696614862113,0.025525076456618043,0.0049753145050806975,0.20834492109043296,0.4521177864401916,0.4531192697238487,-0.15816921007338877,0.2733602339627188,0.06453173082063049,0.2733602339627188,-0.017762850049968016,0.3283591287773439,0.4716966271909362,-0.031830366901387436,0.026371298501446566,0.0005748963602558859,0.00010332207727588289,0.7166406477051583,0.0316578264105212,0.6454718309631129,-0.32801720634316206,0.943433055895429,-0.511679256273628,0.0617733310256242,-0.453455352180767,0.14994379489100676,0.02396953446936098,-0.5237679413135854,-0.46816238870666566,0.044091695371768255,0.021326388682139277,0.005604119936250979,0.004113452918019774,-0.005879592496979712,0.03288518117667683,-0.01877184642378925,-0.024189540780597096,0.021568827966914613,0.04484624150868663,-0.01558989288028933,0.1096910636327685,-0.03694562348763139,-0.010488064907475473,-0.03993257464245963,-0.01518876065116188,2.0029949240817488e-05,0.006684919828321226,-0.009044745638565298,0.011209981249818608,-0.014847148126532098,-0.005330181256866588,-0.02500036729446845,-0.041808555911782924,0.03064136447991542,0.01010518030541501,0.40805780023670885,-0.060628197526623885,-0.3350451008701467,-0.19354321858975734,0.013774096255334317,0.011478011750494833
FirstPurchaseDaysAgo,0.27178107303654037,0.3090143944361126,0.15411840633093624,0.003190266788348416,0.0072424218083583305,-0.028066613320852356,0.014319933736615834,0.15291156861515837,-0.021166807996391132,-0.028234494876986194,0.01771575077842439,0.6844824723227056,1.0,-0.011089872083350697,-0.05580601628039171,-0.309814085755562,-0.02978267773005722,0.16311485473052345,0.25021158338944793,0.25134500990664504,-0.1991128858337408,0.18568445464467045,0.037347571521838666,0.18568445464467045,0.10181343666764549,0.19258122574952183,0.3090143944361126,-0.12295696034271321,0.027756579128007747,-0.010771248406514701,0.023387361297522967,0.2135889246748686,0.02757717650098175,0.3469118862860536,0.05319135440500793,0.6293060625976008,0.1437894162756393,0.012080040105048633,0.2216118859364363,0.0940373295124851,-0.023104369575960834,0.0830755663693951,-0.6393108605040025,0.01030393020833005,0.025162001970439753,-0.0025087124308570195,-0.0034547590840108776,-0.005349805824309853,0.020807702145261064,-0.020725703791665294,-0.006684788907413532,0.045129776771808135,0.015625601317081107,0.003876016826041212,0.40739435876656327,0.17738347334417082,-0.037462374849337884,-0.030974388408079947,0.0016889800958509893,0.008822358711772062,0.011832615959234878,-0.0003667869400296373,0.001981203863095126,0.018424265176936492,-0.03333334768153105,-0.003551741944500312,8.472756244211372e-06,0.03750726434204146,0.005758043220741189,0.2462767502222379,-0.06350883528904204,-0.15652355106371751,-0.048824077167520366,0.01013100370570091,0.01932864983049972
PreferredDayOfWeek,-0.004835888296060171,-0.014977108853751985,-0.027851689227073054,-0.012910412215626003,-0.011228387175597989,-0.018733034251640593,-0.012505127881518927,-0.02211403681330172,0.0009081597452121685,0.010717778730801843,-0.014082151406233898,-0.006143192130810136,-0.011089872083350697,1.0,0.07511097794360226,0.026985273383644717,0.6598729728415168,-0.04768862341414766,0.0502738238639595,0.04992293729939753,0.07492587228054462,-0.025712947887586775,0.004491817930501558,-0.025712947887586775,-0.05687572228455396,0.019846077863359388,-0.014977108853751985,0.08676429915616224,0.017328239597881302,-0.011799700955398605,0.007762921280889207,0.0020005188715936676,0.0001196067101959811,-0.00364247575452419,-0.008926353860829288,-0.004409233071571224,0.0010264844365965838,-0.11485784513492288,0.009435382099848587,-0.017539400802801124,-0.04038577397467916,0.0005292966336518847,-0.0021559549964693665,0.006858873667505297,0.0025513476794557597,0.02714273679426475,-0.013919108434911766,-0.014400799937444642,0.00812918084062359,0.002765629745767571,-0.009318059046078197,-0.07974316091022317,0.05131216858292395,0.028967808432388442,-0.008903993092121039,-0.007822526485327514,0.0027226135955605198,-0.021180927415295044,0.012026631074572441,0.011447147007622442,-0.015367806595478928,-0.02792471350072543,-0.025301318711275927,0.02845544877744097,-0.01968525320361824,-0.024528356198111785,-0.01133498779732459,-0.0022560802847835064,0.043461632133011414,0.013735157957932526,0.6552541729026311,-0.027716560525820676,-0.035674238939468375,-0.011574351476484808,0.028777288581824382
PreferredHour,-0.00023907347250474295,-0.03986018991933565,-0.03908544998834843,-0.043445153027507635,-0.02637623971667753,-0.034739171550983695,-0.03034949419097889,-0.04033665382419811,-0.0013719371097984795,0.009100682914706797,-0.03170304271255402,-0.04937696614862113,-0.05580601628039171,0.07511097794360226,1.0,0.06743640478449306,0.07496617796797125,-0.06691776710679721,0.04963320237891481,0.04901002136510577,0.13128977091351282,-0.0169600270346908,-0.00429750748751176,-0.0169600270346908,0.006379334813665684,0.02487309063290623,-0.03986018991933564,0.1360883256120498,-0.02430770425736182,-0.0009499638609146883,-0.022061008734256926,-0.047849882044053126,-0.030099886066051462,-0.06325750953852936,-0.005545805248516418,-0.05402008404362369,0.0035594531054154626,-0.15607919693131406,-0.00021925835404165177,-0.01737865838865944,-0.05190200015611856,0.020227707750784155,0.04595843343001989,0.005731212342033179,0.012428487119057112,0.0035915607561373343,0.0031674886514669685,-0.01367854039301655,0.038290734530981994,0.03089671577653677,0.015762470399368397,-0.791215280825043,-0.00522666888144479,0.3047936557971017,0.008016321785110117,-0.03942247911823609,-0.004148125728937771,-0.004391249300404885,-0.01628113586414509,-0.03578297865891352,0.011823735447374235,-0.007855328547310834,-0.07242368043423283,-0.0031879461284619443,0.011590599668576923,-0.011559915095419268,0.00027018282650031057,-0.02704618660603987,0.07179769688018114,0.010916776077292387,0.067460772182039,-0.04063719131376852,-0.03170936469704596,-0.008085629602307682,-0.018995905901433057
PreferredMonth,-0.3975732743560843,0.04425603985421796,0.022167610197354044,-0.013165986328550454,-0.028530974519729378,-0.011361464494945205,-0.023256254447075447,0.015157421942085704,-0.0004617983846404856,0.010249718304585998,-0.028962784395879473,0.025525076456618043,-0.309814085755562,0.026985273383644717,0.06743640478449306,1.0,0.03167876347130602,-0.06147149629581014,0.09096153479014005,0.09048491592876161,0.12237522931529678,0.03510051425532953,0.021244523214097134,0.03510051425532953,-0.006993330806963314,0.0664168915222768,0.04425603985421802,0.13617255388003743,0.004273943560583122,0.014439387112956514,-0.003128174810409385,0.2047824102662618,-0.019856906780639415,0.02189196115200376,-0.17359973397706743,-0.0003419077866098477,-0.43104384076795293,-0.05277838585105625,-0.4309430227906079,0.036788262914139565,0.020185892078190222,-0.2260632861855275,0.09290045726053596,0.1194526954693725,0.015915196958191716,0.025507203877613637,-0.0023306115125214352,0.009364781721302527,-0.005189359658560129,0.022251636441728784,0.003080362863668043,-0.06180125104560659,0.01700930042743857,-0.0026058472045380537,-0.1315280634473919,-0.5209906559906146,-0.08334376877057507,-0.0028324710833698965,-0.01567003631787673,-0.0035484428533966972,-0.015136061323302773,-0.019248286066446876,-0.025837679720706035,0.019101895559680424,0.0009762908859529969,-0.006997782473030139,-0.020710231078031396,-0.0020982846784994374,0.03347441821307283,-0.010579229329487707,0.04099456958237422,-0.06635701237776753,-0.029992578252860322,0.01008388075891557,-0.0075941569259939164
WeekendPurchaseRatio,-0.04146055457552831,-0.022008823085949897,-0.030997825809263038,-0.03784266150286443,-0.012707104994280717,-0.04048927992778512,-0.016997457286725404,-0.03216311624535191,-0.0238171195282091,-0.018875125715543586,-0.01611696120657403,0.0049753145050806975,-0.02978267773005722,0.6598729728415168,0.07496617796797125,0.03167876347130602,1.0,-0.029050336061203417,0.0801740912351719,0.07922473233517313,0.14708938456427972,-0.031947858399376715,-0.018500231028788724,-0.031947858399376715,-0.07750828557075262,0.036599795860229475,-0.0220088230859499,0.16285807792274523,-0.0074773491664962685,-0.004644160849071409,-0.015885556016705427,0.004411835513465305,-0.009399855474846319,-0.00017587384774614566,-0.023552121820600656,5.853355156786718e-05,-0.020452604271004038,-0.1681957348052211,-0.01985729735445061,-0.022249481273437698,-0.03503459941636363,-0.027164482484333726,0.0053735140746718115,0.03406114721503312,-0.008749555163570295,0.026511929986005673,0.007987248731508047,-0.011432402516156112,0.01816751910260801,-0.0009128848223896019,-0.02111439520559354,-0.09838007676066711,0.07708630767739816,-0.03342274479779316,-0.023100245227474316,-0.029954694725361927,0.003783747067688353,-0.020124027928099877,-0.007109218880140374,0.0006844950134821354,-0.012066412352414216,-0.023212629603087752,-0.04737981366977142,0.04596276218907065,-0.02828854628819658,-0.03604660887746109,-0.022504504657723037,-0.015058657472134881,0.07243258634000041,0.13677196584144283,0.9135009258309191,-0.05307647427953352,-0.06266308486539933,0.004063940845590511,0.013769302612497435
AvgDaysBetweenPurchases,-0.08518529556352179,-0.02628319190952851,-0.024104429884293635,0.255074609243133,0.06721112814249312,0.3373511752508703,0.08168236743904711,-0.019194562180225288,0.2736146044985144,0.3063414412098939,0.07804956025967237,0.20834492109043296,0.16311485473052345,-0.04768862341414766,-0.06691776710679721,-0.06147149629581014,-0.029050336061203417,1.0,-0.11358488706683852,-0.11310094609905312,-0.18425801954267307,-0.03258206288278413,-0.011663683397156212,-0.03258206288278413,0.13155507866804245,-0.06856474667860513,-0.02628319190952851,-0.1857643758039343,-0.006590250290422377,0.016056738330151085,0.006086241666688095,0.004545074918809254,0.002184423115582258,-0.047267851350553135,-0.17354765990052765,0.22193578677866377,-0.05189076353709931,0.14886529524199038,-0.052999979732317216,-0.017986858991743637,-0.0545400109641449,-0.14888686977676358,-0.0985709186494724,0.0011775785817913602,0.009923484007695169,-0.0034321877310310566,0.014386945257787864,0.01866798252626232,0.034204605867601774,-0.004895068912019751,-0.008885534565580886,0.06831250047418683,-0.02585278916300763,0.018735187399811476,0.06969149723314313,0.01361381492192216,-0.004506668724803378,-0.011247307713352538,-0.00452051422934435,0.01445965695949789,-0.0076338693336644526,-0.004121272397348018,-0.03201494982312062,-0.004403235541187255,-0.012682326866992647,-0.00861895136516857,-0.01228278575906387,0.004201483894371814,0.03672632743673386,0.005273188361949557,-0.03567610685292481,0.0412197823936676,0.3001284431818655,0.005485031985021653,-0.016041241350131567
UniqueProducts,-0.30266200175847907,0.6956634271193887,0.41130524632756305,-0.05891036718143905,-0.017507105913634174,-0.0957169803426312,-0.0017647714011152036,0.4404392338161432,-0.03821052221462256,-0.04048808040237515,-0.004537569981032703,0.4521177864401916,0.25021158338944793,0.0502738238639595,0.04963320237891481,0.09096153479014005,0.0801740912351719,-0.11358488706683852,1.0,0.9999299055172687,0.2848923481503899,0.5051137423141757,0.2327142936788591,0.5051137423141757,-0.08282213622067877,0.8776379401213331,0.6956634271193887,0.44342793695520644,0.02369485077569782,-0.015759023190347526,-0.004846565407613531,0.49831370748736586,0.02507958889931071,0.5183924715554629,-0.04359299875375427,0.43143320018841524,-0.3327061360697818,-0.18296172937840152,-0.26983278778296127,0.3460101218401808,0.18442924703674116,-0.25681867999822994,-0.17766895188283247,0.0440884915831644,0.004317613040426078,0.008569045375516044,-0.006884358302343161,-0.013904809267170349,0.031099821691364098,-0.010534022812374493,-0.019031021296167003,-0.0775161603046586,0.07064053613916871,-0.002573929790514404,0.017585687534818716,-0.07029884793393515,-0.01184222235555667,-0.010319083415407064,-0.0051727540553117525,-0.00785191067055921,0.1534063414680878,-0.017001497730699502,0.01954749052539739,-0.005703999149230596,-0.008237322572227175,-0.009970660798821472,-0.013011197701119945,0.01743489602799482,-0.027319158979946488,0.30685823946674196,0.025933147613269546,-0.3299386333391579,-0.18161845865659113,0.014855123127260032,-0.008039553083791564
UniqueDescriptions,-0.3026495965112798,0.699388461279166,0.41552439251907153,-0.058201809982588795,-0.017379662432940535,-0.09554214638402114,-0.0014532785641813907,0.4443381036956586,-0.03792602320859144,-0.040418513137999226,-0.004280454750233162,0.4531192697238487,0.25134500990664504,0.04992293729939753,0.04901002136510577,0.09048491592876161,0.07922473233517313,-0.11310094609905312,0.9999299055172687,1.0,0.28131636380224534,0.508272924348436,0.2340044195061271,0.508272924348436,-0.08212067572042019,0.8797340912184023,0.6993884612791661,0.4402207675843986,0.023874035929901134,-0.01564510615226837,-0.00457218476227233,0.49849531690911636,0.02518115780022394,0.5184385450803878,-0.04217574363542121,0.4321832818159614,-0.33297917683348155,-0.1809302572791826,-0.2698345262675054,0.35013707289786505,0.18488661641273227,-0.2564089814160927,-0.17847371980935883,0.0436755867041005,0.0043109283919154215,0.008791003538586894,-0.006859021814892295,-0.01395535863649671,0.030967917722976693,-0.010477846751679717,-0.01914892009239945,-0.07703818117741627,0.07054443792933689,-0.002900997344426363,0.017987121000714666,-0.0698471929361025,-0.011831482448262027,-0.01045230183276668,-0.005182536383579749,-0.007841589074308805,0.15460311980698271,-0.017034274290369324,0.019370534223617415,-0.005708436341081935,-0.008316702225212474,-0.010124894327547079,-0.013131496385972403,0.01765868876301058,-0.027264854031863447,0.3073544650442322,0.025076303067173147,-0.328774709405729,-0.18084493015064268,0.014414923934928376,-0.007825213529290597
AvgProductsPerTransaction,-0.02496430598206223,-0.15540414372447478,-0.05139440629253505,-0.10821372407174414,-0.027755759518848074,-0.11153348086311,-0.03653656413221808,-0.048620247499436164,-0.061463858229573134,-0.04901700390409359,-0.03803071689636365,-0.15816921007338877,-0.1991128858337408,0.07492587228054462,0.13128977091351282,0.12237522931529678,0.14708938456427972,-0.18425801954267307,0.2848923481503899,0.28131636380224534,1.0,-0.09795718970763877,-0.017383590270855596,-0.09795718970763877,-0.19527244126478527,0.09919036093234797,-0.15540414372447472,0.9632101745073993,0.012382850808337566,-0.03833326068502068,-0.007851340321744891,-0.014220891956542924,-0.013267923376724363,0.07828442703509478,-0.011645913554784712,-0.16232149493620032,-0.01429563605016001,-0.3735415234906556,-0.03735246460705426,-0.048117366615050394,0.31590459727475084,0.050304262500949264,0.12286038353659727,0.016448795087695842,-0.005501505133056667,0.00276160075395793,0.00809196625861821,-0.007152902265473999,0.008355550325444522,-0.010222998800434412,-0.009560962512695077,-0.14060523515708057,0.051989561350751,0.006644471730232431,-0.049811646631191725,-0.08963842212640029,-0.022645220384613255,0.00880173156046128,0.014492816106323783,-0.02132634136307317,0.012602495450388992,-0.0036903868428068156,0.015976222123177602,-0.008863852461064215,0.006218694726237416,0.046668747720585504,0.04662439709447914,-0.017679526261471724,-0.034207620563186256,-0.09752876985163808,0.1565760672129593,-0.29449966936282346,-0.2442192271008606,-0.008794344107419244,-0.022134467550397833
NegativeQuantityCount,-0.14251428857111548,0.6983660868812418,0.38289440782909323,-0.0015797430558801135,-0.000663461205628025,,0.019448140718324264,0.39686707750956696,-0.007330064597264752,,0.013480711946689615,0.2733602339627188,0.18568445464467045,-0.025712947887586775,-0.0169600270346908,0.03510051425532953,-0.031947858399376715,-0.03258206288278413,0.5051137423141757,0.508272924348436,-0.09795718970763877,1.0,0.2354556794172074,1.0,0.20745879907237713,0.6103165787356929,0.6983660868812417,-0.014790940586838787,0.0394490051127564,-0.0028360704186694524,-0.013595205174613892,0.27009541379431995,0.035871054769906624,0.249977092230304,0.05575127505406886,0.2630262362090039,-0.170176535715012,0.012630041128274698,-0.12895411708925827,0.3638380875276915,0.052676951917105745,-0.13061611580986024,-0.13037652497897745,0.005903728510254385,0.011789775545899937,0.027963486962471352,0.017335164323397465,-0.0074361715018229635,-0.004107506854082756,-0.01806425917062611,-0.016769321447803104,0.0016376629193324721,0.01540737254192033,-0.015686570670620566,0.036804723348089936,-0.020946898091013275,-0.004283232652711715,0.06978725333890164,-0.004197497092582354,0.017648788414335443,0.1689568577050087,-0.007013214611399505,0.02169111874811702,-0.004197497092582317,-0.011744846543137795,0.005173501796312487,-0.011330271866891783,0.038275710599843346,-0.05549104111890356,0.2070905938924202,-0.0606397616221348,-0.11698533056232555,-0.058948362876559274,-0.001091319411861231,0.011269723496431761
ZeroPriceCount,-0.041226835616288746,0.2494057764069112,0.3936937471458032,0.00961367687837213,-0.0006847054537869783,-0.007679761063876279,0.018395245848645613,0.4673736637999654,0.10744987613256338,0.3237915031905196,0.026605247477055536,0.06453173082063049,0.037347571521838666,0.004491817930501558,-0.00429750748751176,0.021244523214097134,-0.018500231028788724,-0.011663683397156212,0.2327142936788591,0.2340044195061271,-0.017383590270855596,0.2354556794172074,1.0,0.23545567941720738,0.009163971220799861,0.23922727777763947,0.2494057764069112,0.006677730059698029,-0.009605235316100776,0.005645507691362476,-0.027984392738569223,0.07335806192999064,-0.009921658117842187,0.06893570897900243,0.04151698479057646,0.06564295480075184,-0.04965656862941455,0.04077195292895661,-0.03193970652607072,0.37354975433579213,0.13569057574511464,-0.03095253806213554,-0.023647148061085504,-0.003689741330644003,0.022503902781204503,0.0049689815182023325,0.0042206457805617085,-0.006877761214361543,-0.010146619846263612,-0.01274120919325885,-0.016406066826828925,0.013584764224172463,-0.019796312657529232,-0.00833213240207439,-0.021198620225954527,-0.013292757907639062,0.004544566016092522,-0.0031039288476617253,-0.0010965254890944,-0.0032925909709785794,0.08171092691469467,-0.004393647294754736,0.047076741529078425,-0.0010965254890943957,0.012397605471015783,-0.005714735394831011,-0.003471093434128417,0.11666747340500777,-0.07573258781689361,0.04709528390118442,-0.019415351064766332,-0.028650941533476252,-0.004340034971424603,-0.012614715852850594,-0.011543036380913304
CancelledTransactions,-0.14251428857111548,0.6983660868812418,0.38289440782909323,-0.0015797430558801135,-0.000663461205628025,,0.019448140718324264,0.39686707750956696,-0.007330064597264752,,0.013480711946689615,0.2733602339627188,0.18568445464467045,-0.025712947887586775,-0.0169600270346908,0.03510051425532953,-0.031947858399376715,-0.03258206288278413,0.5051137423141757,0.508272924348436,-0.09795718970763877,1.0,0.23545567941720738,1.0,0.20745879907237713,0.6103165787356929,0.6983660868812417,-0.014790940586838787,0.0394490051127564,-0.0028360704186694524,-0.013595205174613892,0.27009541379431995,0.035871054769906624,0.249977092230304,0.05575127505406886,0.2630262362090039,-0.170176535715012,0.012630041128274698,-0.12895411708925827,0.3638380875276915,0.052676951917105745,-0.13061611580986024,-0.13037652497897745,0.005903728510254385,0.011789775545899937,0.027963486962471352,0.017335164323397465,-0.0074361715018229635,-0.004107506854082756,-0.01806425917062611,-0.016769321447803104,0.0016376629193324721,0.01540737254192033,-0.015686570670620566,0.036804723348089936,-0.020946898091013275,-0.004283232652711715,0.06978725333890164,-0.004197497092582354,0.017648788414335443,0.1689568577050087,-0.007013214611399505,0.02169111874811702,-0.004197497092582317,-0.011744846543137795,0.005173501796312487,-0.011330271866891783,0.038275710599843346,-0.05549104111890356,0.2070905938924202,-0.0606397616221348,-0.11698533056232555,-0.058948362876559274,-0.001091319411861231,0.011269723496431761
ReturnRatio,0.14292004224268284,0.02573403844858088,0.03090370987990279,-0.1466249715734748,0.07703606737947559,,0.06472714574887874,0.02735860303808361,-0.012409136075091682,,0.07122788693946645,-0.017762850049968016,0.10181343666764549,-0.05687572228455396,0.006379334813665684,-0.006993330806963314,-0.07750828557075262,0.13155507866804245,-0.08282213622067877,-0.08212067572042019,-0.19527244126478527,0.20745879907237713,0.009163971220799861,0.20745879907237713,1.0,-0.037999427328819724,0.025734038448580885,-0.18445910493549278,0.025528503205594334,0.015579017979061308,-0.004846269819669282,-0.08363670873836282,0.03855612146304508,-0.17139304366663755,0.029262033438432374,-0.020648985917195575,0.0802861698682998,-0.10939174091470646,0.0939143497156455,0.018053035168582487,-0.0939179499490466,0.08090413336361403,-0.0686578405270311,0.00028865718498743243,0.03049835858312094,0.0036923682427264255,0.008352874286972884,-0.013774078207464494,-0.021207241865499462,-0.007038983010364339,0.0019359371497701691,0.016976422892483235,-0.05225607087848271,-0.013345043886907442,0.11684396087263545,-0.01848095214347823,-0.009127100327547896,0.03719897567305051,-0.004530199711916993,0.011779879569848942,-0.009075099155829668,-0.00483263301360571,-0.0013665538898626794,-0.004530199711916972,-0.011253609891856399,0.02355725573422526,0.03488647981204549,0.006227539107574015,-0.012438536611702307,-0.012952942267104294,-0.06757447624208325,0.01311138319085529,0.28185517088175244,0.018483795519666026,0.0008225243546957687
TotalTransactions,-0.2069801870380516,0.7780952277520202,0.44610118964387707,-0.026530620820770425,-0.009128830446960223,-0.07505146278160472,0.009164146141974555,0.46135214925400864,-0.019389763295581904,-0.03128824138776583,0.005190557566246781,0.3283591287773439,0.19258122574952183,0.019846077863359388,0.02487309063290623,0.0664168915222768,0.036599795860229475,-0.06856474667860513,0.8776379401213331,0.8797340912184023,0.09919036093234797,0.6103165787356929,0.23922727777763947,0.6103165787356929,-0.037999427328819724,1.0,0.7780952277520204,0.2570109256378317,0.02781891257332737,-0.013558779874357213,0.009147769326523216,0.3489772055749235,0.03100520639417558,0.35960761492797993,0.02701470194277044,0.3141406356989897,-0.2354392508769774,-0.09994527165386423,-0.1816526758906021,0.41286048117302004,0.1277327902832609,-0.1642528808549391,-0.14270681929591492,0.0330374409593444,0.009948771982035493,0.006476935011388349,-0.006540870492862615,-0.009827769962256417,0.01857666912556707,0.008478855682518816,-0.01850434477135676,-0.048716293972262,0.049942682060387406,-0.005421983198835218,0.01781622283936476,-0.04518489613596595,-0.015161051435836657,-0.006963250468351952,-0.003972815980282712,-0.005437989052860476,0.16222162554058192,-0.01215427037218683,0.007457796529819731,-0.0037776021397005546,-0.008373088493173203,-0.010694401503082516,-0.011134201741374541,0.010714476688069187,-0.019385832488002092,0.24824545587127916,-0.0037863087615902444,-0.19455618725126708,-0.10194907505454519,0.01469392773105746,-0.014237773942680854
UniqueInvoices,-0.25934159478607516,1.0,0.5657707389128501,0.03184922759477349,-0.0017692832803563577,-0.04402464935428419,0.03276988962939151,0.5738798328033923,0.0006163987871858644,-0.020835901663355277,0.027175971837844554,0.4716966271909362,0.3090143944361126,-0.014977108853751985,-0.03986018991933564,0.04425603985421802,-0.0220088230859499,-0.02628319190952851,0.6956634271193887,0.6993884612791661,-0.15540414372447472,0.6983660868812417,0.2494057764069112,0.6983660868812417,0.025734038448580885,0.7780952277520204,1.0,-0.04551851066593542,0.029652866301728097,-0.0024580180964693028,0.00028769012028743226,0.4552556785242473,0.03901046524364967,0.44471381660055803,0.06948678115805206,0.4510509424828467,-0.2938499821891312,0.07794410204733346,-0.22261633436396056,0.5205496515748441,0.0839349654001709,-0.22311108074864508,-0.22730654034223122,0.034389333287557416,0.011467902473680267,0.012984764113236505,0.0005441449069773969,-0.01509525841767507,0.011537907798547176,-0.012052867680523455,-0.012069769242862235,0.019750110236478654,0.02491868222902605,-0.02036364655034927,0.04984844296993942,-0.03038396117495397,-0.0009079746170930218,-0.015821327074158786,-0.0066015988163998,-0.004150207414571036,0.167015657015387,-0.014282172585924187,0.008802404300365718,-0.0017420988682629933,-0.009363910627655575,-0.01564529047066667,-0.018846556141927113,0.014224726515290248,-0.017070799632243058,0.36024623399965783,-0.07118656566162786,-0.18572597501952798,-0.09640425828443287,0.006932089236565755,0.008770179833278961
AvgLinesPerInvoice,-0.1022840593736725,-0.04551851066593542,0.014267654534537969,-0.10929448997953191,-0.02798897591328807,-0.11283100854602794,-0.0337977225523642,0.01540390465764106,-0.06293033612941967,-0.04894141563432641,-0.03570075539960394,-0.031830366901387436,-0.12295696034271321,0.08676429915616224,0.1360883256120498,0.13617255388003743,0.16285807792274523,-0.1857643758039343,0.44342793695520644,0.4402207675843986,0.9632101745073993,-0.014790940586838787,0.006677730059698029,-0.014790940586838787,-0.18445910493549278,0.2570109256378317,-0.04551851066593542,1.0,0.015331996046261278,-0.03608933669283447,-0.005152093743558438,0.11237494339148728,-0.008619558208209355,0.19318754734481747,-0.04380601759221892,-0.04006649190721905,-0.10168916884489076,-0.3955083117868552,-0.10473081471066945,-0.003407482868778444,0.31323673218863995,-0.029114603016910406,0.0681694295042586,0.025018355458315582,-0.004857472770242793,0.0013165645470012144,0.00787493909575329,-0.01045885354008841,0.013155241238766564,-0.008636898390619105,-0.014188831394775158,-0.15487636987174727,0.07249233690715606,0.008550743256691204,-0.04229142508311915,-0.09664608599469747,-0.028666209091734333,0.016893958849873627,0.009900700339321673,-0.02126009248653922,0.015279853733783965,-0.007481700798071073,0.01377955352770228,-0.009098202167697649,0.003981089132511634,0.03386016322669505,0.03328110270101055,-0.014789629553035843,-0.026618875287177633,-0.012763512995820897,0.1559716045606349,-0.3391678094245086,-0.2545664705483976,-0.003132089008020282,-0.02347506574689568
